Molecule ChEMBL ID,Molecule Name,Molecule Max Phase,Molecular Weight,#RO5 Violations,AlogP,Compound Key,Smiles,Standard Type,Standard Relation,Standard Value,Standard Units,Uo Units,Potential Duplicate,Assay ChEMBL ID,Assay Description,Assay Type,BAO Format ID,BAO Label,Assay Organism,Target ChEMBL ID,Target Name,Target Organism,Target Type,Document ChEMBL ID,Source ID,Source Description,Document Journal,Document Year,Properties,Value
CHEMBL5571180,nan,,836.01,3.0,5.48,11e,CCc1ccc(NC(=O)OCCCN2C(=O)O[C@]3(C)[C@@H](CC)OC(=O)[C@@](C)(F)C(=O)[C@H](C)[C@@H](O[C@@H]4O[C@H](C)C[C@H](N(C)C)[C@H]4O)[C@](C)(OC)C[C@@H](C)C(=O)[C@H](C)[C@@H]23)cc1,MIC,'<',0.03,ug.mL-1,UO_0000274,0.0,CHEMBL5544654,Antibacterial activity against erythromycin-resistant Streptococcus agalactiae 19-8 assessed as inhibition of visible bacterial growth incubated for 18 hrs by broth microdilution method,F,BAO_0000218,organism-based format,Streptococcus agalactiae,CHEMBL614622,Streptococcus agalactiae,Streptococcus agalactiae,ORGANISM,CHEMBL5543097,1.0,Scientific Literature,Eur J Med Chem,2024.0,TIME = 18.0 hr,0.03
CHEMBL5571393,nan,,813.98,2.0,4.98,12h,CC[C@H]1OC(=O)[C@@](C)(F)C(=O)[C@H](C)[C@@H](O[C@@H]2O[C@H](C)C[C@H](N(C)C)[C@H]2O)[C@](C)(OC)C[C@@H](C)C(=O)[C@H](C)[C@H]2N(CCCOC(=O)Nc3cccs3)C(=O)O[C@]12C,MIC,'=',1.0,ug.mL-1,UO_0000274,0.0,CHEMBL5544653,Antibacterial activity against erythromycin-resistant Streptococcus agalactiae 19-9 assessed as inhibition of visible bacterial growth incubated for 18 hrs by broth microdilution method,F,BAO_0000218,organism-based format,Streptococcus agalactiae,CHEMBL614622,Streptococcus agalactiae,Streptococcus agalactiae,ORGANISM,CHEMBL5543097,1.0,Scientific Literature,Eur J Med Chem,2024.0,TIME = 18.0 hr,1.0
CHEMBL5571774,nan,,884.05,3.0,6.59,12f,CC[C@H]1OC(=O)[C@@](C)(F)C(=O)[C@H](C)[C@@H](O[C@@H]2O[C@H](C)C[C@H](N(C)C)[C@H]2O)[C@](C)(OC)C[C@@H](C)C(=O)[C@H](C)[C@H]2N(CCCOC(=O)Nc3ccc(-c4ccccc4)cc3)C(=O)O[C@]12C,MIC,'=',4.0,ug.mL-1,UO_0000274,0.0,CHEMBL5544653,Antibacterial activity against erythromycin-resistant Streptococcus agalactiae 19-9 assessed as inhibition of visible bacterial growth incubated for 18 hrs by broth microdilution method,F,BAO_0000218,organism-based format,Streptococcus agalactiae,CHEMBL614622,Streptococcus agalactiae,Streptococcus agalactiae,ORGANISM,CHEMBL5543097,1.0,Scientific Literature,Eur J Med Chem,2024.0,TIME = 18.0 hr,4.0
CHEMBL5571774,nan,,884.05,3.0,6.59,12f,CC[C@H]1OC(=O)[C@@](C)(F)C(=O)[C@H](C)[C@@H](O[C@@H]2O[C@H](C)C[C@H](N(C)C)[C@H]2O)[C@](C)(OC)C[C@@H](C)C(=O)[C@H](C)[C@H]2N(CCCOC(=O)Nc3ccc(-c4ccccc4)cc3)C(=O)O[C@]12C,MIC,'<',0.03,ug.mL-1,UO_0000274,0.0,CHEMBL5544654,Antibacterial activity against erythromycin-resistant Streptococcus agalactiae 19-8 assessed as inhibition of visible bacterial growth incubated for 18 hrs by broth microdilution method,F,BAO_0000218,organism-based format,Streptococcus agalactiae,CHEMBL614622,Streptococcus agalactiae,Streptococcus agalactiae,ORGANISM,CHEMBL5543097,1.0,Scientific Literature,Eur J Med Chem,2024.0,TIME = 18.0 hr,0.03
CHEMBL5571911,nan,,858.01,3.0,6.07,12a,CC[C@H]1OC(=O)[C@@](C)(F)C(=O)[C@H](C)[C@@H](O[C@@H]2O[C@H](C)C[C@H](N(C)C)[C@H]2O)[C@](C)(OC)C[C@@H](C)C(=O)[C@H](C)[C@H]2N(CCCOC(=O)Nc3cccc4ccccc34)C(=O)O[C@]12C,MIC,'<',0.03,ug.mL-1,UO_0000274,0.0,CHEMBL5544653,Antibacterial activity against erythromycin-resistant Streptococcus agalactiae 19-9 assessed as inhibition of visible bacterial growth incubated for 18 hrs by broth microdilution method,F,BAO_0000218,organism-based format,Streptococcus agalactiae,CHEMBL614622,Streptococcus agalactiae,Streptococcus agalactiae,ORGANISM,CHEMBL5543097,1.0,Scientific Literature,Eur J Med Chem,2024.0,TIME = 18.0 hr,0.03
CHEMBL5571911,nan,,858.01,3.0,6.07,12a,CC[C@H]1OC(=O)[C@@](C)(F)C(=O)[C@H](C)[C@@H](O[C@@H]2O[C@H](C)C[C@H](N(C)C)[C@H]2O)[C@](C)(OC)C[C@@H](C)C(=O)[C@H](C)[C@H]2N(CCCOC(=O)Nc3cccc4ccccc34)C(=O)O[C@]12C,MIC,'<',0.03,ug.mL-1,UO_0000274,0.0,CHEMBL5544654,Antibacterial activity against erythromycin-resistant Streptococcus agalactiae 19-8 assessed as inhibition of visible bacterial growth incubated for 18 hrs by broth microdilution method,F,BAO_0000218,organism-based format,Streptococcus agalactiae,CHEMBL614622,Streptococcus agalactiae,Streptococcus agalactiae,ORGANISM,CHEMBL5543097,1.0,Scientific Literature,Eur J Med Chem,2024.0,TIME = 18.0 hr,0.03
CHEMBL5572029,nan,,836.01,3.0,5.54,11s,CC[C@H]1OC(=O)[C@@](C)(F)C(=O)[C@H](C)[C@@H](O[C@@H]2O[C@H](C)C[C@H](N(C)C)[C@H]2O)[C@](C)(OC)C[C@@H](C)C(=O)[C@H](C)[C@H]2N(CCCOC(=O)Nc3cccc(C)c3C)C(=O)O[C@]12C,MIC,'=',1.0,ug.mL-1,UO_0000274,0.0,CHEMBL5544653,Antibacterial activity against erythromycin-resistant Streptococcus agalactiae 19-9 assessed as inhibition of visible bacterial growth incubated for 18 hrs by broth microdilution method,F,BAO_0000218,organism-based format,Streptococcus agalactiae,CHEMBL614622,Streptococcus agalactiae,Streptococcus agalactiae,ORGANISM,CHEMBL5543097,1.0,Scientific Literature,Eur J Med Chem,2024.0,TIME = 18.0 hr,1.0
CHEMBL5572445,nan,,875.95,3.0,5.94,11n,CC[C@H]1OC(=O)[C@@](C)(F)C(=O)[C@H](C)[C@@H](O[C@@H]2O[C@H](C)C[C@H](N(C)C)[C@H]2O)[C@](C)(OC)C[C@@H](C)C(=O)[C@H](C)[C@H]2N(CCCOC(=O)Nc3ccc(C(F)(F)F)cc3)C(=O)O[C@]12C,MIC,'=',1.0,ug.mL-1,UO_0000274,0.0,CHEMBL5544653,Antibacterial activity against erythromycin-resistant Streptococcus agalactiae 19-9 assessed as inhibition of visible bacterial growth incubated for 18 hrs by broth microdilution method,F,BAO_0000218,organism-based format,Streptococcus agalactiae,CHEMBL614622,Streptococcus agalactiae,Streptococcus agalactiae,ORGANISM,CHEMBL5543097,1.0,Scientific Literature,Eur J Med Chem,2024.0,TIME = 18.0 hr,1.0
CHEMBL5572875,nan,,836.01,3.0,5.54,11u,CC[C@H]1OC(=O)[C@@](C)(F)C(=O)[C@H](C)[C@@H](O[C@@H]2O[C@H](C)C[C@H](N(C)C)[C@H]2O)[C@](C)(OC)C[C@@H](C)C(=O)[C@H](C)[C@H]2N(CCCOC(=O)Nc3ccc(C)cc3C)C(=O)O[C@]12C,MIC,'=',2.0,ug.mL-1,UO_0000274,0.0,CHEMBL5544653,Antibacterial activity against erythromycin-resistant Streptococcus agalactiae 19-9 assessed as inhibition of visible bacterial growth incubated for 18 hrs by broth microdilution method,F,BAO_0000218,organism-based format,Streptococcus agalactiae,CHEMBL614622,Streptococcus agalactiae,Streptococcus agalactiae,ORGANISM,CHEMBL5543097,1.0,Scientific Literature,Eur J Med Chem,2024.0,TIME = 18.0 hr,2.0
CHEMBL5573203,nan,,821.98,3.0,5.23,11b,CC[C@H]1OC(=O)[C@@](C)(F)C(=O)[C@H](C)[C@@H](O[C@@H]2O[C@H](C)C[C@H](N(C)C)[C@H]2O)[C@](C)(OC)C[C@@H](C)C(=O)[C@H](C)[C@H]2N(CCCOC(=O)Nc3cccc(C)c3)C(=O)O[C@]12C,MIC,'=',0.06,ug.mL-1,UO_0000274,0.0,CHEMBL5544653,Antibacterial activity against erythromycin-resistant Streptococcus agalactiae 19-9 assessed as inhibition of visible bacterial growth incubated for 18 hrs by broth microdilution method,F,BAO_0000218,organism-based format,Streptococcus agalactiae,CHEMBL614622,Streptococcus agalactiae,Streptococcus agalactiae,ORGANISM,CHEMBL5543097,1.0,Scientific Literature,Eur J Med Chem,2024.0,TIME = 18.0 hr,0.06
CHEMBL5573203,nan,,821.98,3.0,5.23,11b,CC[C@H]1OC(=O)[C@@](C)(F)C(=O)[C@H](C)[C@@H](O[C@@H]2O[C@H](C)C[C@H](N(C)C)[C@H]2O)[C@](C)(OC)C[C@@H](C)C(=O)[C@H](C)[C@H]2N(CCCOC(=O)Nc3cccc(C)c3)C(=O)O[C@]12C,MIC,'<',0.03,ug.mL-1,UO_0000274,0.0,CHEMBL5544654,Antibacterial activity against erythromycin-resistant Streptococcus agalactiae 19-8 assessed as inhibition of visible bacterial growth incubated for 18 hrs by broth microdilution method,F,BAO_0000218,organism-based format,Streptococcus agalactiae,CHEMBL614622,Streptococcus agalactiae,Streptococcus agalactiae,ORGANISM,CHEMBL5543097,1.0,Scientific Literature,Eur J Med Chem,2024.0,TIME = 18.0 hr,0.03
CHEMBL5573564,nan,,842.4,3.0,5.57,11j,CC[C@H]1OC(=O)[C@@](C)(F)C(=O)[C@H](C)[C@@H](O[C@@H]2O[C@H](C)C[C@H](N(C)C)[C@H]2O)[C@](C)(OC)C[C@@H](C)C(=O)[C@H](C)[C@H]2N(CCCOC(=O)Nc3cccc(Cl)c3)C(=O)O[C@]12C,MIC,'=',0.5,ug.mL-1,UO_0000274,0.0,CHEMBL5544653,Antibacterial activity against erythromycin-resistant Streptococcus agalactiae 19-9 assessed as inhibition of visible bacterial growth incubated for 18 hrs by broth microdilution method,F,BAO_0000218,organism-based format,Streptococcus agalactiae,CHEMBL614622,Streptococcus agalactiae,Streptococcus agalactiae,ORGANISM,CHEMBL5543097,1.0,Scientific Literature,Eur J Med Chem,2024.0,TIME = 18.0 hr,0.5
CHEMBL5573873,nan,,837.98,2.0,4.93,11o,CC[C@H]1OC(=O)[C@@](C)(F)C(=O)[C@H](C)[C@@H](O[C@@H]2O[C@H](C)C[C@H](N(C)C)[C@H]2O)[C@](C)(OC)C[C@@H](C)C(=O)[C@H](C)[C@H]2N(CCCOC(=O)Nc3ccccc3OC)C(=O)O[C@]12C,MIC,'=',0.5,ug.mL-1,UO_0000274,0.0,CHEMBL5544653,Antibacterial activity against erythromycin-resistant Streptococcus agalactiae 19-9 assessed as inhibition of visible bacterial growth incubated for 18 hrs by broth microdilution method,F,BAO_0000218,organism-based format,Streptococcus agalactiae,CHEMBL614622,Streptococcus agalactiae,Streptococcus agalactiae,ORGANISM,CHEMBL5543097,1.0,Scientific Literature,Eur J Med Chem,2024.0,TIME = 18.0 hr,0.5
CHEMBL5573873,nan,,837.98,2.0,4.93,11o,CC[C@H]1OC(=O)[C@@](C)(F)C(=O)[C@H](C)[C@@H](O[C@@H]2O[C@H](C)C[C@H](N(C)C)[C@H]2O)[C@](C)(OC)C[C@@H](C)C(=O)[C@H](C)[C@H]2N(CCCOC(=O)Nc3ccccc3OC)C(=O)O[C@]12C,MIC,'<',0.03,ug.mL-1,UO_0000274,0.0,CHEMBL5544654,Antibacterial activity against erythromycin-resistant Streptococcus agalactiae 19-8 assessed as inhibition of visible bacterial growth incubated for 18 hrs by broth microdilution method,F,BAO_0000218,organism-based format,Streptococcus agalactiae,CHEMBL614622,Streptococcus agalactiae,Streptococcus agalactiae,ORGANISM,CHEMBL5543097,1.0,Scientific Literature,Eur J Med Chem,2024.0,TIME = 18.0 hr,0.03
CHEMBL5574171,nan,,858.01,3.0,6.07,12b,CC[C@H]1OC(=O)[C@@](C)(F)C(=O)[C@H](C)[C@@H](O[C@@H]2O[C@H](C)C[C@H](N(C)C)[C@H]2O)[C@](C)(OC)C[C@@H](C)C(=O)[C@H](C)[C@H]2N(CCCOC(=O)Nc3ccc4ccccc4c3)C(=O)O[C@]12C,MIC,'=',0.5,ug.mL-1,UO_0000274,0.0,CHEMBL5544653,Antibacterial activity against erythromycin-resistant Streptococcus agalactiae 19-9 assessed as inhibition of visible bacterial growth incubated for 18 hrs by broth microdilution method,F,BAO_0000218,organism-based format,Streptococcus agalactiae,CHEMBL614622,Streptococcus agalactiae,Streptococcus agalactiae,ORGANISM,CHEMBL5543097,1.0,Scientific Literature,Eur J Med Chem,2024.0,TIME = 18.0 hr,0.5
CHEMBL5574171,nan,,858.01,3.0,6.07,12b,CC[C@H]1OC(=O)[C@@](C)(F)C(=O)[C@H](C)[C@@H](O[C@@H]2O[C@H](C)C[C@H](N(C)C)[C@H]2O)[C@](C)(OC)C[C@@H](C)C(=O)[C@H](C)[C@H]2N(CCCOC(=O)Nc3ccc4ccccc4c3)C(=O)O[C@]12C,MIC,'<',0.03,ug.mL-1,UO_0000274,0.0,CHEMBL5544654,Antibacterial activity against erythromycin-resistant Streptococcus agalactiae 19-8 assessed as inhibition of visible bacterial growth incubated for 18 hrs by broth microdilution method,F,BAO_0000218,organism-based format,Streptococcus agalactiae,CHEMBL614622,Streptococcus agalactiae,Streptococcus agalactiae,ORGANISM,CHEMBL5543097,1.0,Scientific Literature,Eur J Med Chem,2024.0,TIME = 18.0 hr,0.03
CHEMBL5574613,nan,,821.98,3.0,5.23,11c,CC[C@H]1OC(=O)[C@@](C)(F)C(=O)[C@H](C)[C@@H](O[C@@H]2O[C@H](C)C[C@H](N(C)C)[C@H]2O)[C@](C)(OC)C[C@@H](C)C(=O)[C@H](C)[C@H]2N(CCCOC(=O)Nc3ccc(C)cc3)C(=O)O[C@]12C,MIC,'=',0.25,ug.mL-1,UO_0000274,0.0,CHEMBL5544653,Antibacterial activity against erythromycin-resistant Streptococcus agalactiae 19-9 assessed as inhibition of visible bacterial growth incubated for 18 hrs by broth microdilution method,F,BAO_0000218,organism-based format,Streptococcus agalactiae,CHEMBL614622,Streptococcus agalactiae,Streptococcus agalactiae,ORGANISM,CHEMBL5543097,1.0,Scientific Literature,Eur J Med Chem,2024.0,TIME = 18.0 hr,0.25
CHEMBL5574613,nan,,821.98,3.0,5.23,11c,CC[C@H]1OC(=O)[C@@](C)(F)C(=O)[C@H](C)[C@@H](O[C@@H]2O[C@H](C)C[C@H](N(C)C)[C@H]2O)[C@](C)(OC)C[C@@H](C)C(=O)[C@H](C)[C@H]2N(CCCOC(=O)Nc3ccc(C)cc3)C(=O)O[C@]12C,MIC,'<',0.03,ug.mL-1,UO_0000274,0.0,CHEMBL5544654,Antibacterial activity against erythromycin-resistant Streptococcus agalactiae 19-8 assessed as inhibition of visible bacterial growth incubated for 18 hrs by broth microdilution method,F,BAO_0000218,organism-based format,Streptococcus agalactiae,CHEMBL614622,Streptococcus agalactiae,Streptococcus agalactiae,ORGANISM,CHEMBL5543097,1.0,Scientific Literature,Eur J Med Chem,2024.0,TIME = 18.0 hr,0.03
CHEMBL5575654,nan,,852.01,3.0,5.32,11p,CCOc1ccc(NC(=O)OCCCN2C(=O)O[C@]3(C)[C@@H](CC)OC(=O)[C@@](C)(F)C(=O)[C@H](C)[C@@H](O[C@@H]4O[C@H](C)C[C@H](N(C)C)[C@H]4O)[C@](C)(OC)C[C@@H](C)C(=O)[C@H](C)[C@@H]23)cc1,MIC,'=',2.0,ug.mL-1,UO_0000274,0.0,CHEMBL5544653,Antibacterial activity against erythromycin-resistant Streptococcus agalactiae 19-9 assessed as inhibition of visible bacterial growth incubated for 18 hrs by broth microdilution method,F,BAO_0000218,organism-based format,Streptococcus agalactiae,CHEMBL614622,Streptococcus agalactiae,Streptococcus agalactiae,ORGANISM,CHEMBL5543097,1.0,Scientific Literature,Eur J Med Chem,2024.0,TIME = 18.0 hr,2.0
CHEMBL5575748,nan,,842.4,3.0,5.57,11k,CC[C@H]1OC(=O)[C@@](C)(F)C(=O)[C@H](C)[C@@H](O[C@@H]2O[C@H](C)C[C@H](N(C)C)[C@H]2O)[C@](C)(OC)C[C@@H](C)C(=O)[C@H](C)[C@H]2N(CCCOC(=O)Nc3ccc(Cl)cc3)C(=O)O[C@]12C,MIC,'=',1.0,ug.mL-1,UO_0000274,0.0,CHEMBL5544653,Antibacterial activity against erythromycin-resistant Streptococcus agalactiae 19-9 assessed as inhibition of visible bacterial growth incubated for 18 hrs by broth microdilution method,F,BAO_0000218,organism-based format,Streptococcus agalactiae,CHEMBL614622,Streptococcus agalactiae,Streptococcus agalactiae,ORGANISM,CHEMBL5543097,1.0,Scientific Literature,Eur J Med Chem,2024.0,TIME = 18.0 hr,1.0
CHEMBL5575863,nan,,864.04,3.0,6.14,12e,CC[C@H]1OC(=O)[C@@](C)(F)C(=O)[C@H](C)[C@@H](O[C@@H]2O[C@H](C)C[C@H](N(C)C)[C@H]2O)[C@](C)(OC)C[C@@H](C)C(=O)[C@H](C)[C@H]2N(CCCOC(=O)Nc3ccc4sccc4c3)C(=O)O[C@]12C,MIC,'=',0.25,ug.mL-1,UO_0000274,0.0,CHEMBL5544653,Antibacterial activity against erythromycin-resistant Streptococcus agalactiae 19-9 assessed as inhibition of visible bacterial growth incubated for 18 hrs by broth microdilution method,F,BAO_0000218,organism-based format,Streptococcus agalactiae,CHEMBL614622,Streptococcus agalactiae,Streptococcus agalactiae,ORGANISM,CHEMBL5543097,1.0,Scientific Literature,Eur J Med Chem,2024.0,TIME = 18.0 hr,0.25
CHEMBL557907,nan,,547.62,2.0,7.2,IPB-14,O=C(Cn1c2ccccc2c2nc3ccccc3nc21)N1N=C(c2cc3ccccc3o2)CC1/C=C/c1ccccc1,MIC,'=',22.5,ug.mL-1,UO_0000274,0.0,CHEMBL1053484,Antibacterial activity against multidrug-resistant Streptococcus agalactiae after 24 hrs by broth microdilution method,F,BAO_0000218,organism-based format,Streptococcus agalactiae,CHEMBL614622,Streptococcus agalactiae,Streptococcus agalactiae,ORGANISM,CHEMBL1153606,1.0,Scientific Literature,Bioorg Med Chem Lett,2009.0,nan,22.5
CHEMBL557907,nan,,547.62,2.0,7.2,IPB-14,O=C(Cn1c2ccccc2c2nc3ccccc3nc21)N1N=C(c2cc3ccccc3o2)CC1/C=C/c1ccccc1,IZ,'=',9.0,mm,UO_0000016,0.0,CHEMBL1053485,Antibacterial activity against multidrug-resistant Streptococcus agalactiae after 20 hrs by cylinder and well method,F,BAO_0000218,organism-based format,Streptococcus agalactiae,CHEMBL614622,Streptococcus agalactiae,Streptococcus agalactiae,ORGANISM,CHEMBL1153606,1.0,Scientific Literature,Bioorg Med Chem Lett,2009.0,nan,9.0
CHEMBL558164,nan,,565.59,2.0,6.56,IPB-4,O=C(O)c1ccccc1C1CC(c2cc3ccccc3o2)=NN1C(=O)Cn1c2ccccc2c2nc3ccccc3nc21,MIC,'=',24.0,ug.mL-1,UO_0000274,0.0,CHEMBL1053484,Antibacterial activity against multidrug-resistant Streptococcus agalactiae after 24 hrs by broth microdilution method,F,BAO_0000218,organism-based format,Streptococcus agalactiae,CHEMBL614622,Streptococcus agalactiae,Streptococcus agalactiae,ORGANISM,CHEMBL1153606,1.0,Scientific Literature,Bioorg Med Chem Lett,2009.0,nan,24.0
CHEMBL558164,nan,,565.59,2.0,6.56,IPB-4,O=C(O)c1ccccc1C1CC(c2cc3ccccc3o2)=NN1C(=O)Cn1c2ccccc2c2nc3ccccc3nc21,IZ,'=',10.0,mm,UO_0000016,0.0,CHEMBL1053485,Antibacterial activity against multidrug-resistant Streptococcus agalactiae after 20 hrs by cylinder and well method,F,BAO_0000218,organism-based format,Streptococcus agalactiae,CHEMBL614622,Streptococcus agalactiae,Streptococcus agalactiae,ORGANISM,CHEMBL1153606,1.0,Scientific Literature,Bioorg Med Chem Lett,2009.0,nan,10.0
CHEMBL5584038,nan,,825.94,3.0,5.06,11h,CC[C@H]1OC(=O)[C@@](C)(F)C(=O)[C@H](C)[C@@H](O[C@@H]2O[C@H](C)C[C@H](N(C)C)[C@H]2O)[C@](C)(OC)C[C@@H](C)C(=O)[C@H](C)[C@H]2N(CCCOC(=O)Nc3ccc(F)cc3)C(=O)O[C@]12C,MIC,'=',0.25,ug.mL-1,UO_0000274,0.0,CHEMBL5544653,Antibacterial activity against erythromycin-resistant Streptococcus agalactiae 19-9 assessed as inhibition of visible bacterial growth incubated for 18 hrs by broth microdilution method,F,BAO_0000218,organism-based format,Streptococcus agalactiae,CHEMBL614622,Streptococcus agalactiae,Streptococcus agalactiae,ORGANISM,CHEMBL5543097,1.0,Scientific Literature,Eur J Med Chem,2024.0,TIME = 18.0 hr,0.25
CHEMBL5584038,nan,,825.94,3.0,5.06,11h,CC[C@H]1OC(=O)[C@@](C)(F)C(=O)[C@H](C)[C@@H](O[C@@H]2O[C@H](C)C[C@H](N(C)C)[C@H]2O)[C@](C)(OC)C[C@@H](C)C(=O)[C@H](C)[C@H]2N(CCCOC(=O)Nc3ccc(F)cc3)C(=O)O[C@]12C,MIC,'<',0.03,ug.mL-1,UO_0000274,0.0,CHEMBL5544654,Antibacterial activity against erythromycin-resistant Streptococcus agalactiae 19-8 assessed as inhibition of visible bacterial growth incubated for 18 hrs by broth microdilution method,F,BAO_0000218,organism-based format,Streptococcus agalactiae,CHEMBL614622,Streptococcus agalactiae,Streptococcus agalactiae,ORGANISM,CHEMBL5543097,1.0,Scientific Literature,Eur J Med Chem,2024.0,TIME = 18.0 hr,0.03
CHEMBL5591818,nan,,836.01,3.0,5.54,11t,CC[C@H]1OC(=O)[C@@](C)(F)C(=O)[C@H](C)[C@@H](O[C@@H]2O[C@H](C)C[C@H](N(C)C)[C@H]2O)[C@](C)(OC)C[C@@H](C)C(=O)[C@H](C)[C@H]2N(CCCOC(=O)Nc3cc(C)cc(C)c3)C(=O)O[C@]12C,MIC,'=',4.0,ug.mL-1,UO_0000274,0.0,CHEMBL5544653,Antibacterial activity against erythromycin-resistant Streptococcus agalactiae 19-9 assessed as inhibition of visible bacterial growth incubated for 18 hrs by broth microdilution method,F,BAO_0000218,organism-based format,Streptococcus agalactiae,CHEMBL614622,Streptococcus agalactiae,Streptococcus agalactiae,ORGANISM,CHEMBL5543097,1.0,Scientific Literature,Eur J Med Chem,2024.0,TIME = 18.0 hr,4.0
CHEMBL5591818,nan,,836.01,3.0,5.54,11t,CC[C@H]1OC(=O)[C@@](C)(F)C(=O)[C@H](C)[C@@H](O[C@@H]2O[C@H](C)C[C@H](N(C)C)[C@H]2O)[C@](C)(OC)C[C@@H](C)C(=O)[C@H](C)[C@H]2N(CCCOC(=O)Nc3cc(C)cc(C)c3)C(=O)O[C@]12C,MIC,'=',0.06,ug.mL-1,UO_0000274,0.0,CHEMBL5544654,Antibacterial activity against erythromycin-resistant Streptococcus agalactiae 19-8 assessed as inhibition of visible bacterial growth incubated for 18 hrs by broth microdilution method,F,BAO_0000218,organism-based format,Streptococcus agalactiae,CHEMBL614622,Streptococcus agalactiae,Streptococcus agalactiae,ORGANISM,CHEMBL5543097,1.0,Scientific Literature,Eur J Med Chem,2024.0,TIME = 18.0 hr,0.06
CHEMBL5595796,nan,,852.95,2.0,4.83,11l,CC[C@H]1OC(=O)[C@@](C)(F)C(=O)[C@H](C)[C@@H](O[C@@H]2O[C@H](C)C[C@H](N(C)C)[C@H]2O)[C@](C)(OC)C[C@@H](C)C(=O)[C@H](C)[C@H]2N(CCCOC(=O)Nc3ccccc3[N+](=O)[O-])C(=O)O[C@]12C,MIC,'=',4.0,ug.mL-1,UO_0000274,0.0,CHEMBL5544653,Antibacterial activity against erythromycin-resistant Streptococcus agalactiae 19-9 assessed as inhibition of visible bacterial growth incubated for 18 hrs by broth microdilution method,F,BAO_0000218,organism-based format,Streptococcus agalactiae,CHEMBL614622,Streptococcus agalactiae,Streptococcus agalactiae,ORGANISM,CHEMBL5543097,1.0,Scientific Literature,Eur J Med Chem,2024.0,TIME = 18.0 hr,4.0
CHEMBL5595796,nan,,852.95,2.0,4.83,11l,CC[C@H]1OC(=O)[C@@](C)(F)C(=O)[C@H](C)[C@@H](O[C@@H]2O[C@H](C)C[C@H](N(C)C)[C@H]2O)[C@](C)(OC)C[C@@H](C)C(=O)[C@H](C)[C@H]2N(CCCOC(=O)Nc3ccccc3[N+](=O)[O-])C(=O)O[C@]12C,MIC,'<',0.03,ug.mL-1,UO_0000274,0.0,CHEMBL5544654,Antibacterial activity against erythromycin-resistant Streptococcus agalactiae 19-8 assessed as inhibition of visible bacterial growth incubated for 18 hrs by broth microdilution method,F,BAO_0000218,organism-based format,Streptococcus agalactiae,CHEMBL614622,Streptococcus agalactiae,Streptococcus agalactiae,ORGANISM,CHEMBL5543097,1.0,Scientific Literature,Eur J Med Chem,2024.0,TIME = 18.0 hr,0.03
CHEMBL559622,nan,,454.57,1.0,6.88,3a,O=C1/C(=C/c2ccccc2)CC[C@@]12[C@H](c1ccccc1)C(c1ccccc1)=NN2c1ccccc1,MIC,'=',2.5,ug.mL-1,UO_0000274,0.0,CHEMBL1028531,Antibacterial activity against Streptococcus agalactiae ATCC 123860 after 18 hrs by agar dilution technique,F,BAO_0000218,organism-based format,Streptococcus agalactiae,CHEMBL614622,Streptococcus agalactiae,Streptococcus agalactiae,ORGANISM,CHEMBL1158387,1.0,Scientific Literature,Eur J Med Chem,2009.0,nan,2.5
CHEMBL559759,nan,,482.63,1.0,7.5,3c,Cc1ccc(/C=C2\CC[C@]3(C2=O)[C@H](c2ccc(C)cc2)C(c2ccccc2)=NN3c2ccccc2)cc1,MIC,'=',5.0,ug.mL-1,UO_0000274,0.0,CHEMBL1028531,Antibacterial activity against Streptococcus agalactiae ATCC 123860 after 18 hrs by agar dilution technique,F,BAO_0000218,organism-based format,Streptococcus agalactiae,CHEMBL614622,Streptococcus agalactiae,Streptococcus agalactiae,ORGANISM,CHEMBL1158387,1.0,Scientific Literature,Eur J Med Chem,2009.0,nan,5.0
CHEMBL562491,nan,,468.6,1.0,7.19,3b,Cc1ccc(N2N=C(c3ccccc3)[C@@H](c3ccccc3)[C@@]23CC/C(=C\c2ccccc2)C3=O)cc1,MIC,'=',1.3,ug.mL-1,UO_0000274,0.0,CHEMBL1028531,Antibacterial activity against Streptococcus agalactiae ATCC 123860 after 18 hrs by agar dilution technique,F,BAO_0000218,organism-based format,Streptococcus agalactiae,CHEMBL614622,Streptococcus agalactiae,Streptococcus agalactiae,ORGANISM,CHEMBL1158387,1.0,Scientific Literature,Eur J Med Chem,2009.0,nan,1.3
CHEMBL56325,nan,,350.43,0.0,1.93,36,Cc1cc(N2CCOCC2)nc2cc(Cc3cnc(N)nc3N)ccc12,MIC,'=',30.0,ug.mL-1,UO_0000274,0.0,CHEMBL813308,Comparative in vitro antibacterial activity of compound with trimethoprim against Streptococcus agalactiae CN1143,F,BAO_0000218,organism-based format,Streptococcus agalactiae,CHEMBL614622,Streptococcus agalactiae,Streptococcus agalactiae,ORGANISM,CHEMBL1124567,1.0,Scientific Literature,J Med Chem,1989.0,nan,30.0
